id,organiser_id,name,description,banner_url,location,tags,start_date,end_date,accepts_vendors,vendor_application_deadline,status,created_at,updated_at,version,bear_eventsia_fee,vendor_requires_approval,enable_vendor_form,vendor_form_is_public
306cc084-cc93-4a03-99fc-0401f6f82f78,35f7132a-70ca-4a22-a87d-8384f2990144,The TCG Expo,"The TCG Expo is a trading card game (TCG) focused event in Melbourne for collectors, players, and fans of physical card games and related collectables. It’s designed to bring together the local (and visiting) TCG community to buy, sell, trade, and celebrate trading cards like Pokémon, Yu-Gi-Oh!, Dragon Ball Z, One Piece

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Midnight Traders
Official Website: https://thetcgexpo.com/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769750657187.jpeg,"Malvern Town Hall, 1251, High Street, Malvern, Melbourne, City of Stonnington, Victoria, 3144, Australia","[""Pokémon"",""Trading Card Games"",""Live Entertainment"",""TCG Tournaments""]",2026-06-07 08:30:00+00,2026-06-07 17:00:00+00,FALSE,,published,,24:18.0,,FALSE,FALSE,FALSE,FALSE
32b3cea1-aa7f-40b6-885a-c6dc8c20bb70,35f7132a-70ca-4a22-a87d-8384f2990144,Big Boyz Card Show Blacktown,"Big Boyz Card Show

Its back bigger and better than the last time with more the vendors, more graders, more variety all at the same low price of $5 for entry (kids under 12 are free).

Discover the ultimate Pokémon TCGame experience at our exclusive Collector Convention! Dive into a world of rare cards, exciting tournaments, and vibrant community connections.

Whether you're a seasoned trainer or just starting your journey, our event offers everything from thrilling battles to exclusive merchandise and unforgettable memories. Join us and catch the excitement—your next great Pokémon TCG adventure begins here!

Unlock exclusive access for just $5 and immerse yourself in Sydney’s premier collector event! Discover over 170 bustling tables featuring top suppliers, offering unbeatable deals and endless opportunities.

Don’t miss out—your ultimate collector experience awaits!

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Big Boyz Card Show
Official Website: https://www.bigboyzgroup.com/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769666809900.png,"Workers Blacktown, Newton Road, Blacktown, Sydney, Blacktown City Council, New South Wales, 2148, Australia","[""Card Collecting"",""Collectibles"",""Hobby Trading"",""Pokémon"",""Trading Card Games""]",2026-03-22 09:00:00+00,2026-03-22 17:00:00+00,FALSE,,published,,06:50.5,,FALSE,FALSE,FALSE,FALSE
32ddeaf7-f7e0-4cb6-babc-98e96a555dc8,35f7132a-70ca-4a22-a87d-8384f2990144,CollectFest Sydney,"Find your ultimate collectibles experience at CollectFest 
Discover Australia’s most exciting celebration of pop culture, fandoms and collectables — all in one place!
Explore hundreds of traders, exclusive show-only items, live activations and immersive zones. Whether you’re a seasoned collector or just starting out, CollectFest is where passion, nostalgia and community collide.

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: CollectFest
Official Website: https://collectfest.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769665961748.jpg,"International Convention Centre Sydney, Bathurst Street Offramp, Sydney, Sydney CBD, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia","[""Pop Culture"",""Collectibles"",""Trading Card Games"",""Interactive Activities"",""Hobby Events""]",2026-03-14 10:00:00+00,2026-03-15 17:00:00+00,FALSE,,published,,52:42.2,,FALSE,FALSE,FALSE,FALSE
376228d3-de47-4b52-a088-0d221f692e88,35f7132a-70ca-4a22-a87d-8384f2990144,Medieval & Rare Trades Festival,"Join us at the Medieval & Rare Trades Festival, where we bring history to life! This family-friendly event is an annual two-day celebration of a bygone era. Watch skilled craftsmen and women demonstrate their artistry in carpentry, forging, baking and much more. Our festival is non-profit, focused on giving back to local Gumeracha and Torrens valley community groups. Come and join us in celebrating the past, and experience the thrill of rare and forgotten trades, bringing a new appreciation to the present.

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Medieval & Rare Trades Festival
Official Website: https://www.medievalandraretradesfestival.org/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1770022416371.png,"Gumeracha, Adelaide Hills Council, South Australia, 5233, Australia","[""Cosplay"",""Family Friendly"",""Food Festival""]",2026-05-02 10:00:00+00,2026-05-03 16:00:00+00,FALSE,,published,,,1,FALSE,TRUE,FALSE,TRUE
38e77a59-1c23-4cd1-be23-9d6efc7af645,35f7132a-70ca-4a22-a87d-8384f2990144,OzBunnyCon 2026,"Melbourne Meeples Inc is proud to present OzBunnyCon 2026, a family friendly open board gaming event over the 4 days of Easter in Melbourne, Australia.

Who Should Attend?
Anyone who enjoys the social activity of meeting like-minded people, having fun and giving their mind a workout. Open to all ages – Kids to Seniors and everyone in between. This is a kid friendly event. (Kids to be supervised by their parents/guardians).
Don’t worry if you don’t know how to play the game, there will be someone happy to take you through the rules and teach most of the games.
Come with family and friends or come alone and make new friends. There is always a game starting up looking for players and if not just wait a few minutes.


What type of games will be played?
Board games, board games and more board games. You will see a large variety of modern board games including Family, Strategy, Card, Dexterity and Party games.
Bring your own games or pick something from the Games Library.

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Melbourne Meeples
Official Website: http://ozbunnycon.com/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769679078816.jpg,Glen Waverley Bowls Club,"[""Gaming Community"",""Hobby Events""]",2026-04-03 10:00:00+00,2026-04-06 22:45:00+00,FALSE,,published,,31:19.3,,FALSE,FALSE,FALSE,FALSE
392354fb-44e4-4c50-9cc2-1254517bde9a,35f7132a-70ca-4a22-a87d-8384f2990144,Supanova 2026 - Brisbane,"Supanova Comic Con & Gaming is Australia's premier pop culture event, where fandom comes to life! We celebrate the worlds of film and television, fantasy, comic books, anime, sci-fi, cartoons, books, gaming, and collectables.

Join us for a massive weekend of Supa-Star celebrities, cosplay, fan clubs, creative masterclasses, Q&As, tournaments and competitions, and a hall full of shopping possibilities.

It's a family-friendly event where all children aged 12 and under receive FREE admission with a paying adult*! 

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Supanova
Official Website: https://www.supanova.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769827749618.jpg,"Brisbane Convention and Exhibition Centre, South Bank, South Brisbane, Greater Brisbane, Queensland, 4101, Australia","[""Anime"",""Collectibles"",""Cosplay"",""Hobby Events"",""Trading Card Games""]",2026-11-06 10:00:00+00,2026-11-08 18:00:00+00,FALSE,,published,,49:10.0,,FALSE,FALSE,FALSE,FALSE
394a4de5-c001-4076-92a4-43f7120ca314,35f7132a-70ca-4a22-a87d-8384f2990144,Blacktown Medieval Fayre,"Head back to the middle ages at the spectacular Blacktown City Medieval Fayre.

Watch knights clad in shining armour compete in epic battles of strength, skill and bravery in both stand-up battles and incredible jousting competitions, which features riders from all over the country fighting for the prestigious title.

Be immersed in the medieval culture through medieval displays, combat artillery, handmade arts and crafts, a working Blacksmith and Woodturners village, and medieval-themed food. Even better when you come dressed in medieval garb and compete in the Best Dressed competition.

Experience the excitement and pageantry of a bygone era in a truly authentic way. This event should not be missed.

Tickets are $10 per person per day including booking fee. Children 3 years and under are free

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Blacktown City Council
Official Website: https://www.facebook.com/BlacktownCityMedievalFayre/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769736462638.jpg,"Blacktown, Blacktown City Council, New South Wales, 2148, Australia","[""Community Event"",""Cosplay""]",2026-05-16 10:00:00+00,2026-05-17 16:00:00+00,FALSE,,published,,27:43.3,,FALSE,FALSE,FALSE,FALSE
397f470a-4835-4350-b55b-0974b2379e87,35f7132a-70ca-4a22-a87d-8384f2990144,The Hobby Hangout XL - Sydney,"🎉SYDNEY! SAVE THE DATE
🔥We can't wait to introduce YOU to the first Sydney XL Show and our BIGGEST Sydney SHOW to date.

🖊️Sign up https://bit.ly/thh-xl-syd to be the first to be notified of our first announcement and access to first release presale tickets and save up to $20

⚡️ Save the date: Sunday 1 November 2026
📍Carriageworks, Sydney
245 Wilson St, Eveleigh
⏰Doors 10.30am
⏰Finish: 5:30pm

🔥 The Hobby Hangout XL will feature
🙌🏻 Australian and International guests
🗣️ Speakers
🏀 Sports Cards (Basketball, NFL, MLB, Soccer,AFL, NRL + More)
⛺ 350 + tables
🔥 Live Breaks
🃏 Swap Zones
🔥 TCG Card Games
🤼 Entertainment Cards
🃏Activations
🗣️ Free play areas
and much much more

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: The Hobby Hangout
Official Website: https://www.thehobbyhangout.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769827623571.jpg,"Carriageworks, 245, Wilson Street, Eveleigh, Sydney, Council of the City of Sydney, New South Wales, 2008, Australia","[""Collectibles"",""Gaming Community"",""Hobby Events"",""Pokémon"",""Trading Card Games""]",2026-11-01 10:30:00+00,2026-11-01 17:30:00+00,FALSE,,published,,47:04.0,,FALSE,FALSE,FALSE,FALSE
39eb24de-7642-43e0-899d-1c6b06692673,35f7132a-70ca-4a22-a87d-8384f2990144,Nexus Toy Fair,"Western Australia’s longest running toy and collectable expo featuring 150 vendor tables, selling items both pre-owned & new. A truly affordable Family Friendly event for all ages.

ACTION FIGURES, SCI FI, STAR WARS, FANTASY, COMICS, BOOKS,  TRADING CARDS
TOYS, MOVIE POSTERS, RARE & UNUSUAL COLLECTABLES
STAMPS, COINS & BANKNOTES, CRAFTS, ARTWORK, VIDEO GAMES

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Nexus Toy Fair
Official Website: https://www.perthtoyfair.com/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769812702500.png,"Victoria Park, Town of Victoria Park, Western Australia, 6100, Australia","[""Comic Culture"",""Collectibles"",""Hobby Trading"",""Game Vendors"",""Trading Card Games""]",2026-07-18 09:00:00+00,2026-07-18 12:00:00+00,FALSE,,published,,38:23.2,,FALSE,FALSE,FALSE,FALSE
3d0ef551-9f0f-4007-a082-3fb5262a08de,35f7132a-70ca-4a22-a87d-8384f2990144,The B.I.G. Weekend,"The B.I.G. Weekend is an annual board gaming convention held in Bendigo. Promoting the social engagement of those who love the tabletop gaming community.  A 3-day weekend where all ages can come, share, learn, discuss and most importantly play games!  Organised by a passionate group of local board gamers. The aim is to provide a friendly environment to meet people, play new games, or your old favorites and have fun. Attendees can bring their collections of games, buy new games with the pop-up store, enjoy access to the board game library, good food and drink, door prizes and anything else we cook up for your enjoyment. Under 18s are require adult supervision due to location being a license venue.

Friday 30th October: 12pm - 12am
Saturday 31st October: 10am - 12am
Sunday 1st November: 10am - 6pm

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: B.I.G Weekend
Official Website: https://thebigweekend.games/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769827518641.webp,"Bendigo, City of Greater Bendigo, Victoria, 3550, Australia","[""Gaming Community"",""Hobby Events""]",2026-10-30 12:00:00+00,2026-11-01 06:00:00+00,FALSE,,published,,45:19.3,,FALSE,FALSE,FALSE,FALSE
3dc01497-f8aa-4334-8cae-e85989c3fb5c,35f7132a-70ca-4a22-a87d-8384f2990144,Cardverse Adelaide,"2026 Adelaide Trading Card Show! 💥

CardVerse Adelaide is pumped to host its first-ever Trading Card Show, right here in Adelaide!

Come hang out at the Lefevre Community Stadium for a fun day of buying, selling, trading, and talking all things TCG.

You’ll find heaps of TCG'S from Pokémon, NBA, and plenty more. Whether you’ve been collecting for years or just getting into it, there’s something here for everyone.

🗓️ 14th of March
⏰ 11am-4pm
📍Lefevre Community Stadium: 541 Victoria Rd, Osborne SA 5017
🎟️ $10 per person (Under 5 years free, no ticket required) 

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Cardverse Adelaide
Official Website: https://cardverseadelaide.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769665704478.png,"Lefevre Community Stadium 541 Victoria Rd, Osborne SA 5017","[""Card Collecting"",""Card Trading"",""Trading Card Games"",""Pokémon"",""Collectibles""]",2026-03-14 11:00:00+00,2026-03-14 16:00:00+00,FALSE,,published,,48:24.9,,FALSE,FALSE,FALSE,FALSE
418c3fce-e376-45ff-9dfb-ae862898fa6b,35f7132a-70ca-4a22-a87d-8384f2990144,Supanova 2026 - Sydney,"Supanova Comic Con & Gaming is Australia's premier pop culture event, where fandom comes to life! We celebrate the worlds of film and television, fantasy, comic books, anime, sci-fi, cartoons, books, gaming, and collectables.

Join us for a massive weekend of Supa-Star celebrities, cosplay, fan clubs, creative masterclasses, Q&As, tournaments and competitions, and a hall full of shopping possibilities.

It's a family-friendly event where all children aged 12 and under receive FREE admission with a paying adult*! 

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Supanova
Official Website: https://www.supanova.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769751018773.jpg,"Sydney Showground, Sydney Olympic Park, Sydney, City of Parramatta Council, New South Wales, 2127, Australia","[""Anime"",""Collectibles"",""Cosplay"",""Hobby Events"",""Trading Card Games""]",2026-06-19 10:00:00+00,2026-06-21 18:00:00+00,FALSE,,published,,30:19.5,,FALSE,FALSE,FALSE,FALSE
44fb549c-6fd8-480a-bfec-397b2f640186,35f7132a-70ca-4a22-a87d-8384f2990144,GeekExpo Albury Wadonga,"Geek Expo: Albury Wodonga
📅 May 30 | 🕙 9am–4pm
📍 @thecubewodonga

Geek Expo arrives in Albury–Wodonga with a one-day celebration of pop culture, creativity, and fandom.
Spend the day exploring a curated mix of artists, makers, and traders offering everything from comics and collectibles to unique fan-made creations. Designed to be welcoming, accessible, and family-friendly, Geek Expo is the perfect day out for fans of all ages.

What to expect:
• Artists and independent creators
• Pop culture traders and exhibitors
• Comics, collectibles, and fandom favourites
• A relaxed, community-focused atmosphere

TAG WHO YOUR GEEKING OUT WITH!

📍 The Cube Wodonga
🕙 9am–4pm

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: GeekExpo
Official Website: https://geekmarkets.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769828811958.jpg,The Cube Wodonga,"[""Artist Alley"",""Collectibles"",""Comic Culture"",""Pop Culture"",""Interactive Activities""]",2026-05-30 09:00:00+00,2026-05-30 16:00:00+00,FALSE,,published,,06:52.4,,FALSE,FALSE,FALSE,FALSE
45f5f070-eeb5-4121-821e-3c7012caa401,35f7132a-70ca-4a22-a87d-8384f2990144,TreasureCon,"TreasureCon is Back — Bigger and Better Than Ever

TreasureCon II returns in 2026, bringing Western Australia’s premier Trading Card, Collectables, Anime, Manga and Pop Culture convention back to the Perth Convention and Exhibition Centre for two massive days.

After welcoming over 1,000 attendees at our debut event, we listened closely to community feedback and rebuilt TreasureCon II around what you wanted most — more space, more vendors, more variety, more experiences, and an even stronger focus on community, inclusion, and fun.

TreasureCon II brings together Pokémon, One Piece, Magic: The Gathering, Yu-Gi-Oh!, sports cards, anime, manga, cosplay, artists, collectors and fans under one roof, creating an unforgettable weekend for collectors, players, cosplayers and families alike.

Whether you are a serious collector, competitive player, casual fan, cosplayer, or discovering the hobby for the first time, TreasureCon II is the place to be.

 
What to Expect
 
Trading Cards and Collectables
Expect a packed show floor featuring leading TCG vendors from across Western Australia and beyond, offering Pokémon, One Piece, Yu-Gi-Oh!, Magic: The Gathering, sports cards, slabs, sealed product and exclusive show specials. Live card breaks, interactive games and community activations will run across both days.

Artist Alley and Community Creators
Meet talented local and interstate artists and creators showcasing original artwork, prints, collectibles, handmade items and exclusive releases. Artist Alley is a key part of TreasureCon and offers something truly unique for fans and collectors.

Anime, Manga and Cosplay Focus
TreasureCon is proudly inclusive of anime, manga, cosplay and wider pop culture. Cosplayers are very welcome, with dedicated photo areas, community showcases and planned cosplay activations. Formal competitions are subject to final venue approvals and will be announced if confirmed. Whether you are fully suited up or simply repping your favourite fandom, TreasureCon is a space where everyone belongs.

Activations, Giveaways and Experiences
Across both days, expect sponsor activations, community games, major giveaways, exclusive promotions, live experiences and special guest appearances to be announced.

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: TreasureCon
Official Website: https://www.treasurecon.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769733451039.jpg,"Perth Convention Exhibition Centre, Mounts Bay Road Exit, Perth, City of Perth, Western Australia, 6000, Australia","[""Trading Card Games"",""Collectibles"",""Artist Alley"",""Anime"",""Hobby Events""]",2026-05-02 10:30:00+00,2026-05-03 17:00:00+00,FALSE,,published,,37:31.4,,FALSE,FALSE,FALSE,FALSE
4694a0a7-4e56-47ed-b822-a73d6b1a4c69,35f7132a-70ca-4a22-a87d-8384f2990144,Sydney Trading Card Show,"An event especially for card collectors by card collectors. This is event is all things trading cards, from sports cards such as NBA, NFL, Soccer, EPL, NRL, AFL to TCG Pokémon, One Piece, Yu-Gi-Oh, Disney Lorcana, Dragon Ball, movie genre cards and all the card accessories and supplies as well as expert personnel and vendors who specialize in Grading submissions with the biggest and most renown Grading companies such as PSA, BGS & CGC.

This is a specialized show for trading cards and its enthusiasts with all of our vendors specializing in selling collectible trading cards.
A lovely family event with something for all age groups.

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Trading Card Show Aus
Official Website: www.TradingCardShowAus.com.au

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769830695749.jpg,"Sydney, Council of the City of Sydney, New South Wales, Australia","[""Card Collecting"",""Hobby Events"",""Hobby Trading"",""Trading Card Games"",""Pokémon""]",2026-12-12 10:00:00+00,2026-12-13 16:00:00+00,FALSE,,published,,38:16.3,,FALSE,FALSE,FALSE,FALSE
489e4a86-9da9-4372-814e-2804b1f82433,35f7132a-70ca-4a22-a87d-8384f2990144,Melbourne Collectors Market,"Upto 100 vendors, 120 Stalls full of 'Everything Pop Culture""

Everything Pop Culture from Comics, Vintage and Modern Toys, Figures, Pop Vinyls, Posters, Books, Trading Cards, Anime, Gaming, Artist showcase, Clubs & SO MUCH MORE.

A massive range of merchandise from both Business & Private collectors will be on display & available for purchase

Any advertised entertainment, guest appearance, vendor, and or advertised program are subject to change & or cancellation and are not guaranteed to be replaced.

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Melbourne Collectors Market
Official Website: https://www.melbournecomicandtoyfair.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1770023436027.png,"Werribee, City of Wyndham, Victoria, 3030, Australia","[""Collectibles"",""Pop Culture"",""Artist Alley"",""Figurines""]",2026-05-03 09:00:00+00,2026-05-03 14:00:00+00,FALSE,,published,,16:05.6,2,FALSE,TRUE,FALSE,TRUE
49541d70-de7d-4bea-bf52-0d86767878a1,35f7132a-70ca-4a22-a87d-8384f2990144,Collector Con Newcastle,"180+ tables will be filled with action figures, Star Wars, MOTU, Marvel, DC, Transformers, TMNT, POPS, bricks, vintage and new collectable die-cast models, model trains, plus trading cards and more!!!

Tickets:
* 8.30am Early Bird tickets are limited and only available online
* 9.30am and 11.30am general admission tickets are available online and at the door if not sold out in advance
* Children aged 0-12years have free entry

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: CollectorCon
Official Website: https://collectorcon.com.au/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769818594720.png,"Newcastle Entertainment Centre, Chatham Road, Nine ways, Broadmeadow, Newcastle, Newcastle-Maitland, City of Newcastle, New South Wales, 2292, Australia","[""Collectors Market"",""Hobby Events"",""Gaming Community"",""Pokémon"",""Trading Card Games""]",2026-08-23 09:30:00+00,2026-08-23 14:30:00+00,FALSE,,published,,16:35.2,,FALSE,FALSE,FALSE,FALSE
49886792-fff0-40f5-bd46-748638280888,35f7132a-70ca-4a22-a87d-8384f2990144,Furry Down Under (FurDU),"Furry Down Under (FurDU) is a furry convention held on the Gold Coast, featuring art, social events, and fursuiting.",https://uamujegqzdzozgcqjnqx.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/3d7e4ede-2895-4ad5-976d-1c341f80380e-1764371433335.jpg,"Queensland, Australia","[""Artisan Products"",""Card Collecting""]",2026-04-17 09:00:00+00,2026-04-19 17:00:00+00,FALSE,,draft,,,,FALSE,FALSE,FALSE,FALSE
49aa3530-2342-4d61-b6a3-4b1839d04d58,35f7132a-70ca-4a22-a87d-8384f2990144,Hobby Con Sydney,"HobbyCon Australia -
Discover it, Love it, Collect it….

HobbyCon is the ultimate celebration of all things Hobby, Collectables & Pop Culture!
Sneakers, comics, gaming, trading cards, anime, die-cast models, rare currency, creative hobbies, cosplay and SO much more — if you’re passionate about it, you’ll find it here.

Join the vibrant world of HobbyCon and immerse yourself in a community buzzing with energy, creativity, and excitement. Share your passions, discover hidden gems, meet fellow hobbyists, and explore the latest trends from every corner of the hobby universe.

A family-friendly, high-energy, fun-packed event made for fans of all ages! 

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙

Host: Hobby Con Sydney
Official Website: https://www.facebook.com/p/HobbyCon-61578183101953/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769661877810.jpeg,"Wentworth Park, Glebe, Inner West, Sydney, Council of the City of Sydney, New South Wales, 2037, Australia","[""Card Collecting"",""Collectors Market"",""Pop Culture"",""Trading Card Games"",""Hobby Trading""]",2026-02-28 09:00:00+00,2026-02-28 16:00:00+00,FALSE,,published,,44:38.5,,FALSE,FALSE,FALSE,FALSE
4acbadc6-fdb2-4a1e-8e39-9cd2f7814ed7,35f7132a-70ca-4a22-a87d-8384f2990144,ShepparCon,"ShepparCon is an annual board gaming convention held in Shepparton and organised by a passionate group of local board gamers known as the Goulburn Valley Gamers Guild. Our aim is to provide a solid weekend of meeting people, playing new games, or your old favourites and having fun.

ShepparCon ’25 will be held from midday on Friday 4th of July to 6pm on Sunday 6th of July 2025.

The convention will be hosted at the The GV Hotel, Shepparton Victoria.

Attendees will enjoy the friendly atmosphere, good food and coffee on site, door prizes and anything else we cook up for your enjoyment!

We have a growing library of games on offer for people to play over the weekend.

For more information, have a look around our website, follow along on Facebook and Twitter, or join our Board Game Geek Guild! We also have an active Discord community which we would love you to join.

#ShepparCon ’26 is being held over 3 massive days!

🎲 Friday 26th June midday – midnight
🎲 Saturday 27th June 10am – midnight
🎲 Sunday 28th June 10am – 5pm

💙 This event was aggregated by the Eventsia team to help the community find the best local events 💙 

Host: Goulburn Valley Gamers Guild
Official Website: https://shepparcon.com/

Organisers: To claim this event, sign up to Eventsia and contact us at info@eventsia.solutions or @eventsia.solutions via Instagram",https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769815089593.png,"Shepparton, City of Greater Shepparton, Victoria, 3630, Australia","[""Gaming Community"",""Interactive Activities""]",2026-07-26 12:00:00+00,2026-07-28 23:45:00+00,FALSE,,published,,18:10.2,,FALSE,FALSE,FALSE,FALSE
4b22b433-334b-4f6f-8fc1-651198ac495f,35f7132a-70ca-4a22-a87d-8384f2990144,delete,,https://zufjfdylsghvleenypeg.supabase.co/storage/v1/object/public/eventsia-storage/event-banners/0bca0130-baf3-4356-a107-57b3226a1a2e-1769901417434.jpg,sydney,[],2026-02-01 00:30:00+00,2026-02-01 10:45:00+00,TRUE,,published,,42:58.5,4,FALSE,TRUE,TRUE,TRUE
